Pergunta;Resposta
Pergunta,Quais são os requisitos de divulgação específicos relacionados às concentrações de atividades empresariais conforme a NCRF 14?;Resposta,A NCRF 14 exige divulgações detalhadas nas notas explicativas das demonstrações financeiras, incluindo informações sobre o custo de aquisição, os ativos adquiridos e passivos assumidos, o goodwill reconhecido, os critérios de mensuração, os métodos contábeis utilizados e outras informações relevantes para compreender o impacto da transação nas operações da entidade.
Pergunta,Como a NCRF 14 foi aplicada na aquisição da Marvel Entertainment pela Walt Disney Company?;Resposta,Quando a Disney adquiriu a Marvel Entertainment por aproximadamente $4 bilhões em 2009, ela teve que contabilizar os ativos, passivos e goodwill associados à transação de acordo com a NCRF 14. Isso impactou as demonstrações financeiras consolidadas da Disney e influenciou sua posição no mercado de entretenimento.
Pergunta,Qual foi o impacto contabilístico da aquisição da Skype pela Microsoft em 2011?;Resposta,Quando a Microsoft adquiriu a Skype por cerca de $8,5 bilhões, teve que aplicar os princípios da NCRF 14 para contabilizar a transação. Isso incluiu a avaliação dos ativos e passivos da Skype e o reconhecimento do goodwill resultante da aquisição, afetando as demonstrações financeiras da Microsoft.
Pergunta,Como a NCRF 14 foi aplicada na aquisição da WhatsApp pelo Facebook?;Resposta,A aquisição da WhatsApp pelo Facebook por $19 bilhões em 2014 exigiu a aplicação dos princípios contábeis da NCRF 14. O Facebook teve que avaliar os ativos, passivos e goodwill da WhatsApp e refletir isso em suas demonstrações financeiras consolidadas.
Pergunta,Qual foi o impacto contabilístico da aquisição da Pixar pela Disney?;Resposta,Quando a Disney adquiriu a Pixar em 2006 por cerca de $7,4 bilhões, teve que contabilizar os ativos, passivos e goodwill associados à transação conforme a NCRF 14. Isso influenciou significativamente suas demonstrações financeiras subsequentes e sua posição no mercado de animação.
Pergunta,Como a NCRF 14 foi aplicada na aquisição da Beats Electronics pela Apple?;Resposta,Quando a Apple adquiriu a Beats Electronics por aproximadamente $3 bilhões em 2014, teve que seguir os princípios contábeis da NCRF 14 para contabilizar os ativos, passivos e goodwill relacionados à transação. Isso afetou a forma como a Apple reportou a aquisição em suas demonstrações financeiras.
Pergunta,O que é o objetivo da NCRF 15?;Resposta,O objetivo da NCRF 15 é prescrever o tratamento contabilístico para investimentos em subsidiárias e fornecer orientação sobre procedimentos de consolidação.
Pergunta,Qual é o escopo da NCRF 15?;Resposta,A NCRF 15 deve ser aplicada na preparação e apresentação de demonstrações financeiras consolidadas de um grupo de entidades sob o controlo de uma empresa-mãe.
Pergunta,O que significa controlo de acordo com a NCRF 15?;Resposta,controlo é o poder de gerir as políticas financeiras e operacionais de uma entidade a fim de obter benefícios da mesma.
Pergunta,Quais são os procedimentos de consolidação mencionados na NCRF 15?;Resposta,Ao preparar demonstrações financeiras consolidadas, uma entidade combina as demonstrações financeiras da empresa-mãe e de suas subsidiárias, eliminando os investimentos da empresa-mãe em cada subsidiária e identificando os interesses que não controlam.
Pergunta,Quando uma empresa-mãe perde o controlo de uma subsidiária, o que acontece de acordo com a NCRF 15?;Resposta,Quando uma empresa-mãe perde o controlo de uma subsidiária, ela desreconhece os ativos e passivos da subsidiária e reconhece o justo valor da retribuição recebida com a transação que resultou na perda de controlo.
Pergunta,Qual é o objetivo principal da NCRF 15 e como ela é aplicada na prática?;Resposta,O objetivo principal da NCRF 15 é prescrever o tratamento contabilístico para investimentos em subsidiárias e fornecer orientação sobre procedimentos de consolidação. Na prática, ela é aplicada na preparação e apresentação de demonstrações financeiras consolidadas de um grupo de entidades sob o controlo de uma empresa-mãe.
Pergunta,Quais são os critérios para determinar se uma empresa tem controlo sobre outra entidade, de acordo com a NCRF 15?;Resposta,A NCRF 15 define o controlo como o poder de gerir as políticas financeiras e operacionais de uma entidade a fim de obter benefícios da mesma. Esse controlo pode ser determinado quando a empresa-mãe detém mais de metade dos direitos de voto da outra entidade, ou através de acordos, poder de gerir políticas financeiras e operacionais, poder de nomear membros do órgão de gestão, entre outros.
Pergunta,Quais são os procedimentos de consolidação exigidos pela NCRF 15?;Resposta,Os procedimentos de consolidação incluem a eliminação do investimento da empresa-mãe em cada subsidiária e a parte da empresa-mãe no capital próprio de cada subsidiária. Além disso, os interesses que não controlam nos resultados e ativos líquidos das subsidiárias consolidadas devem ser identificados separadamente.
Pergunta,Como as transações intragrupo são tratadas de acordo com a NCRF 15?;Resposta,As transações intragrupo devem ser eliminadas por completo nas demonstrações financeiras consolidadas. Os resultados provenientes dessas transações, reconhecidos nos ativos, como inventários e ativos fixos tangíveis, também devem ser eliminados, e quaisquer perdas intragrupo podem indicar uma imparidade que deve ser reconhecida nas demonstrações financeiras consolidadas.
Pergunta,O que acontece quando uma empresa-mãe perde o controlo de uma subsidiária, de acordo com a NCRF 15?;Resposta,Quando uma empresa-mãe perde o controlo de uma subsidiária, ela desreconhece os ativos e passivos da subsidiária pelas suas quantias escrituradas à data em que perde o controlo. Além disso, qualquer investimento retido na ex-subsidiária é reconhecido pelo seu justo valor à data em que perdeu o controlo, e qualquer diferença resultante é reconhecida como ganho ou perda nos resultados atribuíveis à empresa-mãe.
Pergunta,Como a NCRF 15 define controlo e quais são os diferentes métodos pelos quais uma empresa pode exercer controlo sobre outra entidade?;Resposta,A NCRF 15 define controlo como o poder de gerir as políticas financeiras e operacionais de uma entidade para obter benefícios dela. Uma empresa pode exercer controlo através da posse de mais de metade dos direitos de voto da outra entidade, acordos com outros investidores, poder para gerir políticas financeiras e operacionais, poder para nomear ou demitir membros do órgão de gestão, entre outros.
Pergunta,Quais são os critérios para determinar se uma entidade deve ser incluída nas demonstrações financeiras consolidadas de acordo com a NCRF 15?;Resposta,Uma entidade deve ser incluída nas demonstrações financeiras consolidadas quando a empresa-mãe detém o controlo sobre ela. Isso geralmente ocorre quando a empresa-mãe possui mais de metade dos direitos de voto da entidade ou tem o poder de gerir suas políticas financeiras e operacionais.
Pergunta,Como são tratadas as transações intragrupo nas demonstrações financeiras consolidadas de acordo com a NCRF 15 e qual é o impacto dessas transações na consolidação?;Resposta,As transações intragrupo são eliminadas nas demonstrações financeiras consolidadas para evitar duplicações de resultados e garantir que apenas transações com partes externas sejam refletidas. Isso pode impactar os resultados consolidados, especialmente se houver lucros não realizados em estoques ou ativos fixos tangíveis, que devem ser eliminados para evitar distorções nos resultados consolidados.
Pergunta,Como a NCRF 15 trata a perda de controlo de uma subsidiária por parte da empresa-mãe e quais são os efeitos contábeis dessa situação?;Resposta,Quando uma empresa-mãe perde o controlo de uma subsidiária, os ativos e passivos da subsidiária são desreconhecidos e a empresa-mãe reconhece o justo valor da retribuição recebida pela perda de controlo. Além disso, qualquer investimento retido na ex-subsidiária é reconhecido pelo seu justo valor, e qualquer diferença resultante é reconhecida como ganho ou perda nos resultados atribuíveis à empresa-mãe.
Pergunta,Quais são os principais desafios na aplicação da NCRF 15 na prática, especialmente em grupos empresariais complexos?;Resposta,Alguns dos principais desafios na aplicação da NCRF 15 incluem a determinação do controlo em grupos empresariais complexos, a identificação e eliminação adequada das transações intragrupo, e a contabilização correta de perdas de controlo, especialmente quando ocorrem em várias etapas ou envolvem acordos complexos.
Pergunta,Como a NCRF 15 define controlo em uma relação empresarial? Você pode dar um exemplo de uma empresa que demonstra controlo sobre uma subsidiária?;Resposta,A NCRF 15 define controlo como o poder de gerir as políticas financeiras e operacionais de uma entidade para obter benefícios dela. Um exemplo é a empresa Alphabet Inc., que controla a subsidiária Google LLC. A Alphabet Inc. detém mais de metade dos direitos de voto da Google LLC e tem o poder de tomar decisões estratégicas e financeiras importantes em relação à Google LLC.
Pergunta,Como a NCRF 15 aborda o tratamento contabilístico das transações intragrupo? Você pode dar um exemplo de uma transação intragrupo e como ela seria tratada nas demonstrações financeiras consolidadas?;Resposta,A NCRF 15 exige que as transações intragrupo sejam eliminadas nas demonstrações financeiras consolidadas para evitar duplicações de resultados. Por exemplo, se uma empresa vende mercadorias para sua subsidiária por um preço abaixo do mercado, essa transação intragrupo seria eliminada nas demonstrações financeiras consolidadas para refletir apenas transações com partes externas e evitar distorções nos resultados consolidados.
Pergunta,Como a NCRF 15 trata a perda de controlo de uma subsidiária por parte da empresa-mãe? Você pode dar um exemplo de uma empresa que perdeu o controlo de uma subsidiária e como isso foi contabilizado?;Resposta,Quando uma empresa-mãe perde o controlo de uma subsidiária, os ativos e passivos da subsidiária são desreconhecidos nas demonstrações financeiras consolidadas. Um exemplo é a empresa SoftBank Group Corp., que perdeu o controlo sobre a empresa de compartilhamento de viagens Uber Technologies Inc. Nesse caso, os ativos e passivos relacionados à Uber Technologies Inc. seriam desreconhecidos nas demonstrações financeiras consolidadas do SoftBank Group Corp.
Pergunta,Quais são os principais desafios na aplicação da NCRF 15 na prática, especialmente em grupos empresariais complexos? Você pode dar um exemplo de um grupo empresarial complexo e os desafios contábeis que enfrentam ao aplicar a NCRF 15?;Resposta,Alguns dos principais desafios na aplicação da NCRF 15 em grupos empresariais complexos incluem a determinação do controlo em estruturas empresariais intricadas e a identificação e eliminação adequada das transações intragrupo. Um exemplo de um grupo empresarial complexo é a Berkshire Hathaway Inc., que possui uma variedade de subsidiárias em diferentes setores. Ao consolidar as demonstrações financeiras da Berkshire Hathaway Inc., seria desafiador identificar e eliminar todas as transações intragrupo entre as subsidiárias.
Pergunta,Como a NCRF 15 afeta a divulgação de informações financeiras por parte das empresas? Você pode dar um exemplo de como as informações financeiras são apresentadas em conformidade com a NCRF 15?;Resposta,A NCRF 15 exige que as empresas divulguem informações detalhadas sobre seus investimentos em subsidiárias e os efeitos da consolidação nas demonstrações financeiras. Um exemplo é a empresa Siemens AG, que divulga notas explicativas detalhadas em suas demonstrações financeiras anuais, descrevendo os critérios para determinar controlo, os métodos de consolidação utilizados e quaisquer ajustes significativos feitos durante o processo de consolidação.
Pergunta,Qual é o objetivo da NCRF 16?;Resposta,O objetivo da NCRF 16 é prescrever o tratamento contabilistico da exploração e avaliação de recursos minerais.
Pergunta,A quem se aplica a NCRF 16?;Resposta,A NCRF 16 aplica-se a entidades que incorrem em dispêndios de exploração e avaliação de recursos minerais.
Pergunta,O que são ativos de exploração e avaliação?;Resposta,Ativos de exploração e avaliação são dispêndios reconhecidos como ativos pela entidade, relacionados com a exploração e avaliação de recursos minerais.
Pergunta,Como devem ser mensurados os ativos de exploração e avaliação?;Resposta,Os ativos de exploração e avaliação devem ser mensurados pelo custo.
Pergunta,Quando uma entidade deve testar os ativos de exploração e avaliação quanto a imparidade?;Resposta,Uma entidade deve testar os ativos de exploração e avaliação quanto a imparidade quando os factos e circunstâncias sugerirem que a quantia escriturada do ativo pode exceder a sua quantia recuperável.
Pergunta,Quais são os principais objetivos da NCRF 16?;Resposta,Os principais objetivos da NCRF 16 são prescrever o tratamento contabilístico da exploração e avaliação de recursos minerais e assegurar que os ativos de exploração e avaliação sejam mensurados e apresentados de forma apropriada nas demonstrações financeiras.
Pergunta,Quais são os critérios para reconhecer ativos de exploração e avaliação?;Resposta,Os critérios para reconhecer ativos de exploração e avaliação incluem a obtenção de direitos legais para explorar uma área específica e a demonstração da exequibilidade técnica e viabilidade comercial da extração de um recurso mineral.
Pergunta,Como os ativos de exploração e avaliação devem ser mensurados após o reconhecimento?;Resposta,Após o reconhecimento, os ativos de exploração e avaliação podem ser mensurados pelo custo ou pelo modelo de revalorização, sendo este último aplicado de forma consistente com a classificação dos ativos.
Pergunta,O que é considerado na reclassificação de ativos de exploração e avaliação?;Resposta,Na reclassificação de ativos de exploração e avaliação, é considerada a demonstração da exequibilidade técnica e viabilidade comercial da extração de um recurso mineral, sendo os ativos avaliados quanto a imparidade antes da reclassificação.
Pergunta,Quais são os principais critérios para testar os ativos de exploração e avaliação quanto a imparidade?;Resposta,Os principais critérios para testar os ativos de exploração e avaliação quanto a imparidade incluem o vencimento do período de direito de exploração, a ausência de orçamentos para dispêndios substanciais, a falta de descoberta de quantidades comercialmente viáveis de recursos minerais e a improbabilidade de recuperação da quantia escriturada do ativo.
Pergunta,Quais são os principais critérios para reconhecer os dispêndios como ativos de exploração e avaliação?;Resposta,Os dispêndios devem ser reconhecidos como ativos de exploração e avaliação quando estão associados à exploração e avaliação de recursos minerais, após a entidade obter os direitos legais para explorar uma área específica e demonstrar a exequibilidade técnica e viabilidade comercial da extração do recurso mineral.
Pergunta,Como a NCRF 16 aborda a mensuração de ativos de exploração e avaliação após o reconhecimento?;Resposta,Após o reconhecimento, os ativos de exploração e avaliação podem ser mensurados pelo custo ou pelo modelo de revalorização, sendo este último aplicado de forma consistente com a classificação dos ativos como tangíveis ou intangíveis.
Pergunta,Qual é o tratamento contabilístico para os dispêndios relacionados com o desenvolvimento de recursos minerais de acordo com a NCRF 16?;Resposta,Os dispêndios relacionados com o desenvolvimento de recursos minerais não devem ser reconhecidos como ativos de exploração e avaliação. Em vez disso, a Estrutura conceptual e a NCRF 6 — Ativos Intangíveis oferecem orientação sobre o reconhecimento de ativos resultantes do desenvolvimento.
Pergunta,Como a NCRF 16 aborda o teste de imparidade dos ativos de exploração e avaliação?;Resposta,A NCRF 16 estabelece critérios específicos para testar os ativos de exploração e avaliação quanto a imparidade, considerando fatores como o vencimento do período de direito de exploração, a ausência de orçamentos para dispêndios substanciais e a falta de descoberta de quantidades comercialmente viáveis de recursos minerais.
Pergunta,Qual é a política contabilística recomendada pela NCRF 16 para a imputação de ativos de exploração e avaliação a unidades geradoras de caixa?;Resposta,A NCRF 16 recomenda que uma entidade estabeleça uma política contabilística para a imputação de ativos de exploração e avaliação a unidades geradoras de caixa ou grupos de unidades geradoras de caixa, garantindo que cada unidade geradora de caixa ou grupo não seja maior do que um segmento operacional.
Pergunta,Como a empresa X deveria contabilizar os dispêndios relacionados com a perfuração exploratória de uma nova mina de ouro de acordo com a NCRF 16?;Resposta,A empresa X deveria reconhecer os dispêndios de perfuração exploratória como ativos de exploração e avaliação, desde que tenha obtido os direitos legais para explorar a área específica e demonstre a exequibilidade técnica e viabilidade comercial da extração do ouro.
Pergunta,Qual seria o tratamento contabilístico para os dispêndios incorridos pela empresa Y em estudos geofísicos para avaliar a viabilidade de extração de petróleo numa nova concessão offshore, de acordo com a NCRF 16?;Resposta,A empresa Y deveria reconhecer os dispêndios em estudos geofísicos como ativos de exploração e avaliação se puder demonstrar a exequibilidade técnica e viabilidade comercial da extração de petróleo na concessão offshore específica.
Pergunta,Como a empresa Z deveria mensurar os ativos de exploração e avaliação relacionados com a pesquisa de minerais raros em terrenos adquiridos recentemente, de acordo com a NCRF 16?;Resposta,A empresa Z deveria mensurar os ativos de exploração e avaliação pelo custo, incluindo dispêndios como aquisição de direitos de exploração e estudos geológicos, desde que esses dispêndios possam ser associados à descoberta de recursos minerais específicos.
Pergunta,Quando a empresa W deveria testar os ativos de exploração e avaliação quanto a imparidade de acordo com a NCRF 16?;Resposta,A empresa W deveria testar os ativos de exploração e avaliação quanto a imparidade quando os factos e circunstâncias sugerirem que a quantia escriturada de um ativo pode exceder a sua quantia recuperável, como a expiração do período de direito de exploração ou a falta de descoberta de quantidades comercialmente viáveis de recursos minerais.
Pergunta,Qual seria a política contabilística recomendada pela NCRF 16 para a imputação de ativos de exploração e avaliação a unidades geradoras de caixa para a empresa V?;Resposta,A empresa V deveria estabelecer uma política contabilística para imputar os ativos de exploração e avaliação a unidades geradoras de caixa ou grupos de unidades geradoras de caixa, garantindo que cada unidade geradora de caixa ou grupo não seja maior do que um segmento operacional, conforme exigido pela NCRF 16.
Pergunta,Qual é o objetivo da Norma Contabilística e de Relato Financeiro 17 (NCRF 17)?;Resposta,O objetivo da NCRF 17 é prescrever o tratamento contabilístico e a apresentação de demonstrações financeiras relacionadas com a atividade agrícola.
Pergunta,O que é abrangido pelo âmbito da NCRF 17?;Resposta,O âmbito da NCRF 17 inclui ativos biológicos, produtos agrícolas no ponto da colheita e subsídios de entidades públicas específicos relacionados com a atividade agrícola.
Pergunta,Quais são exemplos de atividades agrícolas cobertas pela NCRF 17?;Resposta,Exemplos de atividades agrícolas incluem criação de gado, silvicultura, cultivo de pomares, cultivo de plantações, floricultura e aquacultura.
Pergunta,Como é determinado o justo valor de um ativo biológico na NCRF 17?;Resposta,O justo valor de um ativo biológico é determinado com base em sua localização e condição presentes, considerando o preço do mercado relevante menos os custos de transporte e outros.
Pergunta,Quando uma entidade deve reconhecer um subsídio de entidades públicas relacionado com um ativo biológico?;Resposta,Um subsídio de entidades públicas relacionado com um ativo biológico deve ser reconhecido nos resultados quando se tornar recebível pela entidade.
Pergunta,Quais são os três elementos principais abrangidos pela NCRF 17?;Resposta,Os três elementos principais abrangidos pela NCRF 17 são ativos biológicos, produtos agrícolas no ponto da colheita e subsídios de entidades públicas relacionados com a atividade agrícola.
Pergunta,Como a NCRF 17 trata o reconhecimento e mensuração de ativos biológicos?;Resposta,A NCRF 17 estabelece que os ativos biológicos devem ser reconhecidos e mensurados inicialmente pelo seu justo valor menos os custos de alienação, com exceções específicas quando o justo valor não pode ser fiavelmente mensurado.
Pergunta,Qual é a diferença entre ativos biológicos consumíveis e ativos biológicos de produção?;Resposta,Ativos biológicos consumíveis são aqueles destinados a ser colhidos como produto agrícola ou vendidos como ativos biológicos, enquanto ativos biológicos de produção são aqueles que não são consumíveis e podem sustentar colheitas regulares.
Pergunta,Como a NCRF 17 trata os subsídios de entidades públicas relacionados com a atividade agrícola?;Resposta,A NCRF 17 estabelece que os subsídios de entidades públicas relacionados com ativos biológicos devem ser reconhecidos nos resultados quando se tornarem recebíveis, e que existem diferentes tratamentos para subsídios condicionais e incondicionais.
Pergunta,Por que o justo valor dos ativos biológicos pode variar ao longo do tempo?;Resposta,O justo valor dos ativos biológicos pode variar devido a mudanças físicas, como crescimento ou degeneração, e mudanças nos preços de mercado. É útil divulgar separadamente essas alterações no justo valor para avaliar o desempenho e as perspetivas futuras.
Pergunta,Como a NCRF 17 define atividade agrícola e por que essa definição é importante?;Resposta,A NCRF 17 define atividade agrícola como a gestão pela entidade da transformação biológica e colheita de ativos biológicos para venda ou conversão em produtos agrícolas ou ativos biológicos adicionais. Esta definição é crucial porque determina quais operações estão sujeitas às regras da norma, influenciando o tratamento contabilistico e a apresentação das demonstrações financeiras.
Pergunta,Quais são os critérios para reconhecimento inicial de um ativo biológico de acordo com a NCRF 17?;Resposta,De acordo com a NCRF 17, um ativo biológico deve ser reconhecido inicialmente quando a entidade controla o ativo como resultado de eventos passados, é provável que benefícios econômicos associados fluam para a entidade, e o justo valor ou custo do ativo pode ser confiavelmente mensurado.
Pergunta,Explique como a NCRF 17 aborda o reconhecimento e mensuração de subsídios de entidades públicas relacionados com a atividade agrícola.;Resposta,A NCRF 17 exige que os subsídios de entidades públicas relacionados com ativos biológicos sejam reconhecidos nos resultados quando se tornarem recebíveis. No caso de subsídios condicionais, o reconhecimento ocorre apenas quando as condições associadas são cumpridas. Os subsídios são tratados de forma distinta dependendo de sua natureza condicional ou incondicional.
Pergunta,Quais são as implicações contábeis quando o justo valor de um ativo biológico não pode ser fiavelmente mensurado no reconhecimento inicial?;Resposta,Quando o justo valor de um ativo biológico não pode ser fiavelmente mensurado no reconhecimento inicial, a entidade o mensura pelo custo menos qualquer depreciação acumulada e perda por imparidade acumulada. Posteriormente, quando o justo valor se tornar mensurável com confiabilidade, a entidade deve ajustar o valor do ativo para refletir o justo valor menos os custos estimados de venda.
Pergunta,Como a NCRF 17 lida com a mensuração de ativos biológicos quando não há um mercado ativo disponível?;Resposta,Quando não há um mercado ativo disponível, a NCRF 17 permite que uma entidade use indicadores alternativos, como o preço mais recente de transação no mercado, preços de mercado de ativos semelhantes ajustados, ou referências do setor para determinar o justo valor do ativo biológico. Este método visa refletir o valor justo do ativo na ausência de um mercado ativo.
Pergunta,Como a empresa agrícola Agropecuária ABC deveria contabilizar seus cultivos de vinha de acordo com a NCRF 17?;Resposta,A empresa Agropecuária ABC deveria reconhecer os cultivos de vinha como ativos biológicos no seu balanço inicialmente ao custo, e subsequentemente, mensurá-los ao justo valor menos os custos de venda, ajustados para refletir mudanças no valor justo durante o período de relato.
Pergunta,Qual é o impacto da NCRF 17 na contabilização dos subsídios agrícolas recebidos pela empresa Quinta das Flores para a plantação de oliveiras?;Resposta,A empresa Quinta das Flores deve reconhecer os subsídios agrícolas como receita quando forem recebidos, e não no momento do plantio das oliveiras, a menos que haja condições associadas aos subsídios que ainda não foram cumpridas.
Pergunta,Como a NCRF 17 afeta a apresentação das demonstrações financeiras da empresa Horticultura Verde que cultiva produtos hortícolas para venda?;Resposta,A empresa Horticultura Verde deve apresentar os ativos biológicos e os produtos agrícolas como categorias separadas na sua demonstração do resultado global, refletindo claramente os resultados das atividades agrícolas na sua performance financeira.
Pergunta,Qual é o tratamento contabilístico dos ativos biológicos da empresa Adega do Vale que estão sujeitos a um contrato de venda com preço fixo?;Resposta,A empresa Adega do Vale deve continuar a mensurar os ativos biológicos ao justo valor menos os custos de venda, mesmo que exista um contrato de venda com preço fixo. Se houver evidência de que o preço fixo é insuficiente, deve ser reconhecida uma provisão para perdas.
Pergunta,Como a NCRF 17 aborda a contabilização dos ativos biológicos da empresa Exploração Agrícola XPTO que são frequentemente negociados em mercados específicos?;Resposta,A empresa Exploração Agrícola XPTO deve mensurar seus ativos biológicos ao justo valor com base nos preços de mercado observáveis, refletindo as transações que ocorrem regularmente para ativos similares no mesmo mercado específico.
Pergunta,O que é o objetivo da Norma Contabilística e de Relato Financeiro 18?;Resposta,O objetivo da NCRF 18 é prescrever o tratamento para os inventários, incluindo o reconhecimento do custo como ativo e seu subsequente reconhecimento como gasto.
Pergunta,Quais são os principais tipos de inventários abordados pela NCRF 18?;Resposta,A NCRF 18 aborda inventários detidos para venda, em processo de produção para venda e na forma de materiais ou consumíveis.
Pergunta,Quais são os tipos de inventários excluídos do escopo da NCRF 18?;Resposta,A NCRF 18 exclui inventários de produção em curso de contratos de construção, instrumentos financeiros e ativos biológicos relacionados com a atividade agrícola no ponto da colheita.
Pergunta,Como os inventários devem ser mensurados de acordo com a NCRF 18?;Resposta,Os inventários devem ser mensurados pelo custo ou pelo valor realizável líquido, utilizando o método que resultar no valor mais baixo.
Pergunta,Qual é a data de eficácia da NCRF 18?;Resposta,A NCRF 18 deve ser aplicada para os períodos com início em ou após 1 de janeiro de 2016.
Pergunta,Quais são os três principais tipos de inventários abrangidos pela NCRF 18?;Resposta,Os três principais tipos de inventários abrangidos pela NCRF 18 são inventários detidos para venda, inventários em processo de produção para venda e inventários na forma de materiais ou consumíveis a serem utilizados no processo de produção ou na prestação de serviços.
Pergunta,Quais são os custos que compõem o custo dos inventários de acordo com a NCRF 18?;Resposta,O custo dos inventários inclui os custos de compra, os custos de conversão e outros custos incorridos para colocar os inventários em seu local e condição atuais.
Pergunta,Quais são os métodos aceitáveis para a mensuração do custo dos inventários conforme a NCRF 18?;Resposta,Os métodos aceitáveis para a mensuração do custo dos inventários incluem o método FIFO (primeiro a entrar, primeiro a sair), o método do custo médio ponderado e, em certos casos, o método do custo padrão.
Pergunta,Como a NCRF 18 aborda a mensuração do valor realizável líquido dos inventários?;Resposta,A NCRF 18 estabelece que os inventários devem ser reduzidos para o seu valor realizável líquido, que é o preço de venda estimado no curso ordinário dos negócios menos os custos estimados para conclusão e os custos estimados para a venda.
Pergunta,Quais são as principais diferenças entre a NCRF 18 e a norma contabilística anterior relacionada a inventários?;Resposta,A NCRF 18 introduziu algumas mudanças significativas em relação à norma contabilística anterior, incluindo requisitos mais detalhados para a mensuração e o reconhecimento dos custos dos inventários, bem como orientação específica sobre o tratamento dos inventários em determinadas circunstâncias, como contratos de construção e instrumentos financeiros.
Pergunta,Como a NCRF 18 trata a mensuração do valor realizável líquido dos inventários e qual é a sua importância na avaliação dos inventários?;Resposta,A NCRF 18 estabelece que os inventários devem ser reduzidos para o seu valor realizável líquido, que é o preço de venda estimado no curso ordinário dos negócios menos os custos estimados para conclusão e os custos estimados para a venda. Essa redução é crucial para garantir que os inventários sejam escriturados por quantias não superiores às que seriam obtidas em sua venda ou uso.
Pergunta,Explique como os custos de conversão são tratados de acordo com a NCRF 18 e como eles são alocados aos inventários.;Resposta,Os custos de conversão incluem mão-de-obra direta, gastos gerais de produção fixos e variáveis, entre outros. Eles são alocados aos inventários com base na capacidade normal das instalações de produção. A NCRF 18 exige uma imputação sistemática dos gastos gerais de produção fixos e variáveis, levando em conta a produção esperada durante um período normal.
Pergunta,Quais são os critérios para a escolha entre os métodos de custeio FIFO e custo médio ponderado, conforme definido pela NCRF 18?;Resposta,A escolha entre os métodos de custeio FIFO (primeiro a entrar, primeiro a sair) e custo médio ponderado deve ser consistente para todos os inventários com natureza e uso semelhantes. A decisão pode ser baseada na natureza dos produtos, nas práticas da indústria e nas necessidades de relatórios financeiros da entidade.
Pergunta,Como a NCRF 18 lida com os inventários em processo de produção para venda e quais são os desafios associados à sua mensuração?;Resposta,A NCRF 18 exige que os inventários em processo de produção para venda sejam mensurados pelo custo ou pelo valor realizável líquido, o que pode ser desafiador devido à necessidade de estimar os custos de conclusão e os preços de venda futuros.
Pergunta,Quais são as implicações fiscais da aplicação da NCRF 18 em relação à mensuração e ao reconhecimento dos inventários?;Resposta,A aplicação da NCRF 18 pode ter implicações significativas para fins fiscais, especialmente em relação à mensuração dos inventários pelo valor realizável líquido e ao reconhecimento de ajustes ao longo do tempo. As empresas precisam estar cientes das diferenças entre os padrões contábeis e fiscais e garantir que cumpram as obrigações fiscais correspondentes.
Pergunta,Como a NCRF 18 define o valor realizável líquido dos inventários e como isso se aplica a uma empresa de varejo?;Resposta,A NCRF 18 define o valor realizável líquido como o preço de venda estimado no curso ordinário dos negócios menos os custos estimados para conclusão e venda. Por exemplo, uma empresa de varejo que possui inventários de produtos eletrônicos deve avaliar seus estoques considerando os preços de venda esperados menos os custos associados à conclusão da venda, como custos de embalagem e transporte.
Pergunta,Como os custos de conversão são tratados de acordo com a NCRF 18 e como isso se aplica a uma empresa de fabricação de automóveis?;Resposta,Os custos de conversão incluem mão-de-obra direta e gastos gerais de produção fixos e variáveis. Por exemplo, uma empresa de fabricação de automóveis deve alocar os custos de mão-de-obra e os gastos gerais de produção à produção de cada veículo, levando em conta a capacidade normal das instalações de produção.
Pergunta,Quais são os critérios para a escolha entre os métodos de custeio FIFO e custo médio ponderado, conforme definido pela NCRF 18, e como isso se aplica a uma empresa de alimentos?;Resposta,A escolha entre FIFO e custo médio ponderado deve ser consistente para todos os inventários com natureza e uso semelhantes. Por exemplo, uma empresa de alimentos pode optar pelo método FIFO para produtos perecíveis, garantindo que os produtos mais antigos sejam vendidos primeiro para minimizar perdas devido à deterioração.
Pergunta,Como a NCRF 18 influencia o reconhecimento de perdas de inventário e como isso se aplica a uma empresa de moda?;Resposta,A NCRF 18 requer que os inventários sejam reduzidos para o valor realizável líquido, levando em conta a obsolescência e outras perdas potenciais. Por exemplo, uma empresa de moda deve avaliar regularmente seus estoques para identificar itens obsoletos ou fora de moda e reconhecer perdas correspondentes em seu balanço.
Pergunta,Quais são as implicações fiscais da aplicação da NCRF 18 em relação à mensuração e ao reconhecimento dos inventários e como isso se aplica a uma empresa de materiais de construção?;Resposta,A aplicação da NCRF 18 pode afetar os cálculos fiscais relacionados aos inventários, especialmente se houver diferenças entre os padrões contábeis e fiscais. Por exemplo, uma empresa de materiais de construção deve garantir que as perdas de inventário reconhecidas de acordo com a NCRF 18 sejam tratadas corretamente para fins fiscais, conforme exigido pela legislação tributária local.
Pergunta,Qual é o objetivo da Norma Contabilística e de Relato Financeiro 19 (NCRF 19)?;Resposta,O objetivo da NCRF 19 é prescrever o tratamento contabilístico de réditos e custos associados a contratos de construção.
Pergunta,O que é um contrato de construção de acordo com a NCRF 19?;Resposta,Um contrato de construção é um contrato especificamente negociado para a construção de um ativo ou uma combinação de ativos intimamente inter-relacionados.
